id_unidade,nome,sigla,sigla_academica,id_unidade_responsavel,unidade_responsavel,id_unidade_gestora,unidade_gestora,id_gestora_academica,unidade_gestora_academica,tipo_organizacional,tipo_academica
"1264","NÚCLEO DE PSICOLOGIA DE ITABAIANA","NPSI","PSICI     ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","NÚCLEO                                            ","Departamento"
"1263","NÚCLEO DE DIREITO DE ITABAIANA","NDII","DIREI     ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","NÚCLEO                                            ","Departamento"
"1256","NÚCLEO DE ENGENHARIA DE PRODUÇÃO","NEPE","DEPE      ","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","NÚCLEO                                            ","Departamento"
"1255","NÚCLEO DE GESTÃO E EMPREENDEDORISMO","NGEE","DGEE      ","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","NÚCLEO                                            ","Departamento"
"1254","NÚCLEO DE GESTÃO AMBIENTAL","NGAE","DGAE      ","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","NÚCLEO                                            ","Departamento"
"1253","NÚCLEO DE ENGENHARIA TÊXTIL","NETXE","DETXE     ","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","NÚCLEO                                            ","Departamento"
"1252","NÚCLEO DE CIÊNCIA DOS DADOS","NCDE","DCDE      ","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","NÚCLEO                                            ","Departamento"
"1251","NÚCLEO DE BIOTECNOLOGIA","NBTE","DBTE      ","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","1250","CAMPUS DE INOVAÇÃO DE ESTÂNCIA","NÚCLEO                                            ","Departamento"
"833","DEPARTAMENTO DE ENGENHARIA DE PETRÓLEO","DEPET","EPET      ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","ACESSORIA                                         ","Departamento"
"932","DEPARTAMENTO DE ZOOTECNIA DO SERTÃO","DZOS","ZOOTS     ","931","CAMPUS DO SERTÃO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","931","CAMPUS DO SERTÃO","DEPARTAMENTO                                      ","Departamento"
"933","DEPARTAMENTO DE MEDICINA VETERINÁRIA DO SERTÃO","DMVS","VETES     ","931","CAMPUS DO SERTÃO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","931","CAMPUS DO SERTÃO","DEPARTAMENTO                                      ","Departamento"
"936","DEPARTAMENTO DE EDUCAÇÃO EM CIÊNCIAS AGRÁRIAS E DA TERRA DO SERTÃO","DECATS","AGRAS     ","931","CAMPUS DO SERTÃO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","931","CAMPUS DO SERTÃO","DEPARTAMENTO                                      ","Departamento"
"934","DEPARTAMENTO DE ENGENHARIA AGRONÔMICA DO SERTÃO","DEAS","AGROS     ","931","CAMPUS DO SERTÃO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","931","CAMPUS DO SERTÃO","DEPARTAMENTO                                      ","Departamento"
"935","DEPARTAMENTO DE AGROINDÚSTRIA DO SERTÃO","DEAGROS","AGRIS     ","931","CAMPUS DO SERTÃO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","931","CAMPUS DO SERTÃO","DEPARTAMENTO                                      ","Departamento"
"730","DEPARTAMENTO DE ESTUDO DOS PROBLEMAS BRASILEIROS","EPB","EPRBR     ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","DEPARTAMENTO                                      ","Departamento"
"734","DEPARTAMENTO DE CIRURGIA","DCR","DMCRG     ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"733","DEPARTAMENTO DE SAÚDE COMUNITÁRIA","DSCM","DSDCM     ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"704","UNIDADE DE PROPRIA","PQDP","PQDP      ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"701","UNIDADE DE ESTANCIA","PQDE","PQDE      ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"703","UNIDADE DE ITABAIANA","PQDI","PQDI      ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"706","UNIDADE DE ARACAJU","PQDA","PQDA      ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"705","UNIDADE DE NOSSA SENHORA DA GLORIA","PQDG","PQDG      ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"702","UNIDADE DE LAGARTO","PQDL","PQDL      ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"619","LICENCIATURA PLENA DO INTERIOR","DLP","DLP       ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"617","PROQUERA","PQRA","PQRA      ","89","DEPARTAMENTO DE ENGENHARIA AGRONÔMICA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","NÚCLEO                                            ","Departamento"
"210","NÚCLEO DE FARMÁCIA","NUFAR","FARM      ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","NÚCLEO                                            ","Departamento"
"731","DEPARTAMENTO DE MEDICINA INTERNA E PATOLOGIA","DMPAT","DMPAT     ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"618","LICENCIATURA PLENA DO INTERIOR","LPI","LPI       ","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","724","PROGRAMA DE QUALIFICAÇÃO DOCENTE","NÚCLEO                                            ","Departamento"
"98","DEPARTAMENTO DE DIREITO","DDI","DIRE      ","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"195","DEPARTAMENTO DE MATEMÁTICA","DMAI","MATI      ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","DEPARTAMENTO                                      ","Departamento"
"192","DEPARTAMENTO DE FÍSICA","DFCI","FISII     ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","NÚCLEO                                            ","Departamento"
"189","DEPARTAMENTO DE ADMINISTRAÇÃO","DACI","ADMI      ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","NÚCLEO                                            ","Departamento"
"197","DEPARTAMENTO DE QUÍMICA","DQCI","QUII      ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","DEPARTAMENTO                                      ","Departamento"
"190","DEPARTAMENTO DE BIOCIENCIAS","DBCI","BIOI      ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","DEPARTAMENTO                                      ","Departamento"
"196","DEPARTAMENTO DE EDUCAÇÃO","DEDI","EDUI      ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","DEPARTAMENTO                                      ","Departamento"
"198","DEPARTAMENTO DE SISTEMA DE INFORMAÇÃO","DSI","SINF      ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","NÚCLEO                                            ","Departamento"
"613","DEPARTAMENTO DE NUTRIÇÃO","DNUTL","NUTRL     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","NÚCLEO                                            ","Departamento"
"614","DEPARTAMENTO DE TERAPIA OCUPACIONAL","DTOL","TEOCP     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","DEPARTAMENTO                                      ","Departamento"
"736","NÚCLEO DE GRADUAÇÃO EM CIÊNCIAS DA RELIGIÃO","NGCR","NGCR      ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","NÚCLEO                                            ","Departamento"
"219","DEPARTAMENTO DE MUSEOLOGIA","DMS","MUSEO     ","120","CAMPUS DE LARANJEIRAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","120","CAMPUS DE LARANJEIRAS","DEPARTAMENTO                                      ","Departamento"
"608","DEPARTAMENTO DE MEDICINA LAGARTO","DMEL","MEDL      ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","NÚCLEO                                            ","Departamento"
"221","DEPARTAMENTO DE ARQUITETURA E URBANISMO","DAU","ARQUI     ","120","CAMPUS DE LARANJEIRAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","120","CAMPUS DE LARANJEIRAS","DEPARTAMENTO                                      ","Departamento"
"107","DEPARTAMENTO DE CIÊNCIAS SOCIAIS","DCS","SOCIA     ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","DEPARTAMENTO                                      ","Departamento"
"218","DEPARTAMENTO DE ARQUEOLOGIA","DARQ","ARQU      ","120","CAMPUS DE LARANJEIRAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","120","CAMPUS DE LARANJEIRAS","DEPARTAMENTO                                      ","Departamento"
"612","DEPARTAMENTO DE FISIOTERAPIA LAGARTO","DFTL","FISIL     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","NÚCLEO                                            ","Departamento"
"609","DEPARTAMENTO DE ODONTOLOGIA","DOL","ODONL     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","DEPARTAMENTO                                      ","Departamento"
"610","DEPARTAMENTO DE ENFERMAGEM","DENL","ENFEL     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","DEPARTAMENTO                                      ","Departamento"
"611","DEPARTAMENTO DE FARMACIA","DFAL","FARML     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","DEPARTAMENTO                                      ","Departamento"
"193","DEPARTAMENTO DE GEOGRAFIA","DGEI","GEOI      ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","DEPARTAMENTO                                      ","Departamento"
"86","DEPARTAMENTO DE QUÍMICA","DQI","QUI       ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","DEPARTAMENTO                                      ","Departamento"
"191","DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS","DCCI","CONTI     ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","NÚCLEO                                            ","Departamento"
"615","DEPARTAMENTO DE FONOAUDIOLOGIA","DFOL","FONOL     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","DEPARTAMENTO                                      ","Departamento"
"217","DEPARTAMENTO DE TEATRO","DTE","TEATR     ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","NÚCLEO                                            ","Departamento"
"194","DEPARTAMENTO DE LETRAS","DLI","LETRI     ","118","CAMPUS PROFESSOR ALBERTO CARVALHO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","118","CAMPUS PROFESSOR ALBERTO CARVALHO","DEPARTAMENTO                                      ","Departamento"
"81","DEPARTAMENTO DE ENGENHARIA CIVIL","DEC","ENCIV     ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","DEPARTAMENTO                                      ","Departamento"
"82","DEPARTAMENTO DE ENGENHARIA QUÍMICA","DEQ","EQUI      ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","DEPARTAMENTO                                      ","Departamento"
"83","DEPARTAMENTO DE COMPUTAÇÃO","DCOMP","COMP      ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","DEPARTAMENTO                                      ","Departamento"
"84","DEPARTAMENTO DE FÍSICA","DFI","FISI      ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","DEPARTAMENTO                                      ","Departamento"
"85","DEPARTAMENTO DE MATEMÁTICA","DMA","MAT       ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","DEPARTAMENTO                                      ","Departamento"
"88","DEPARTAMENTO DE BIOLOGIA","DBI","BIOL      ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"89","DEPARTAMENTO DE ENGENHARIA AGRONÔMICA","DEA","AGRON     ","855","CENTRO DE CIÊNCIAS AGRÁRIAS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","855","CENTRO DE CIÊNCIAS AGRÁRIAS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"90","DEPARTAMENTO DE EDUCAÇÃO FÍSICA","DEF","EDFIS     ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
